CardID,name,cmc,colorIdentity,text,printings,power,toughness,rarity,subtypes,types
337,Sol Grail,3,,"As Sol Grail enters the battlefield, choose a color.\n{T}: Add one mana of the chosen color to your mana pool.",1,,,Uncommon,,Artifact
338,Soldevi Adnate,2,B,"{T}, Sacrifice a black or artifact creature: Add to your mana pool an amount of {B} equal to the sacrificed creature's converted mana cost.",1,1,2,Common,"Human,Cleric",Creature
339,Soldevi Digger,2,,{2}: Put the top card of your graveyard on the bottom of your library.,1,,,Rare,,Artifact
340,Soldevi Excavations,,U,"If Soldevi Excavations would enter the battlefield, sacrifice an untapped Island instead. If you do, put Soldevi Excavations onto the battlefield. If you don't, put it into its owner's graveyard.\n{T}: Add {C}{U} to your mana pool.\n{1}, {T}: Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)",1,,,Rare,,Land
341,Soldevi Heretic,3,"U,W","{W}, {T}: Prevent the next 2 damage that would be dealt to target creature this turn. Target opponent may draw a card.",1,2,2,Common,"Human,Cleric",Creature
342,Soldevi Sage,2,U,"{T}, Sacrifice two lands: Draw three cards, then discard one of them.",1,1,1,Common,"Human,Wizard",Creature
343,Soldevi Sentry,1,,"{1}: Choose target opponent. Regenerate Soldevi Sentry. When it regenerates this way, that player may draw a card.",1,1,1,Common,Soldier,"Artifact,Creature"
344,Soldevi Steam Beast,5,,"Whenever Soldevi Steam Beast becomes tapped, target opponent gains 2 life.\n{2}: Regenerate Soldevi Steam Beast.",1,4,2,Common,Beast,"Artifact,Creature"
345,Soldier of Fortune,1,R,"{R}, {T}: Target player shuffles his or her library.",1,1,1,Uncommon,"Human,Mercenary",Creature
346,Spiny Starfish,3,U,"{U}: Regenerate Spiny Starfish.\nAt the beginning of each end step, if Spiny Starfish regenerated this turn, put a 0/1 blue Starfish creature token onto the battlefield for each time it regenerated this turn.",1,0,1,Uncommon,Starfish,Creature
347,Splintering Wind,4,G,"{2}{G}: Splintering Wind deals 1 damage to target creature. Put a 1/1 green Splinter creature token onto the battlefield. It has flying and ""Cumulative upkeep {G}."" When it leaves the battlefield, it deals 1 damage to you and each creature you control. (At the beginning of its controller's upkeep, that player puts an age counter on it, then sacrifices it unless he or she pays its upkeep cost for each age counter on it.)",1,,,Rare,,Enchantment
348,Stench of Decay,3,B,Nonartifact creatures get -1/-1 until end of turn.,1,,,Common,,Instant
349,Storm Cauldron,5,,"Each player may play an additional land during each of his or her turns.\nWhenever a land is tapped for mana, return it to its owner's hand.",1,,,Rare,,Artifact
350,Storm Crow,2,U,Flying (This creature can't be blocked except by creatures with flying or reach.),1,1,2,Common,Bird,Creature
351,Storm Elemental,6,U,"Flying\n{U}, Exile the top card of your library: Tap target creature with flying.\n{U}, Exile the top card of your library: If the exiled card is a snow land, Storm Elemental gets +1/+1 until end of turn.",1,3,4,Uncommon,Elemental,Creature
352,Storm Shaman,3,R,{R}: Storm Shaman gets +1/+0 until end of turn.,1,0,4,Common,"Human,Cleric,Shaman",Creature
353,Stromgald Spy,4,B,"Whenever Stromgald Spy attacks and isn't blocked, you may have defending player play with his or her hand revealed for as long as Stromgald Spy remains on the battlefield. If you do, Stromgald Spy assigns no combat damage this turn.",1,2,4,Uncommon,"Human,Rogue",Creature
354,Suffocation,2,U,Cast Suffocation only if you were dealt damage this turn by a red instant or sorcery spell.\nSuffocation deals 4 damage to the controller of the last red instant or sorcery spell that dealt damage to you this turn.\nDraw a card at the beginning of the next turn's upkeep.,1,,,Uncommon,,Instant
355,Surge of Strength,2,"R,G","As an additional cost to cast Surge of Strength, discard a red or green card.\nTarget creature gains trample and gets +X/+0 until end of turn, where X is that creature's converted mana cost.",1,,,Uncommon,,Instant
356,Sustaining Spirit,2,W,"Cumulative upkeep {1}{W} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)\nDamage that would reduce your life total to less than 1 reduces it to 1 instead.",1,0,3,Rare,"Angel,Spirit",Creature
357,Swamp Mosquito,2,B,"Flying\nWhenever Swamp Mosquito attacks and isn't blocked, defending player gets a poison counter. (A player with ten or more poison counters loses the game.)",1,0,1,Common,Insect,Creature
358,Sworn Defender,4,W,"{1}: Sworn Defender's power becomes the toughness of target creature blocking or being blocked by Sworn Defender minus 1 until end of turn, and Sworn Defender's toughness becomes 1 plus the power of that creature until end of turn.",1,1,3,Rare,"Human,Knight",Creature
359,Taste of Paradise,4,G,"As an additional cost to cast Taste of Paradise, you may pay {1}{G} any number of times.\nYou gain 3 life plus an additional 3 life for each additional {1}{G} you paid.",1,,,Common,,Sorcery
360,Thawing Glaciers,,,"Thawing Glaciers enters the battlefield tapped.\n{1}, {T}: Search your library for a basic land card, put that card onto the battlefield tapped, then shuffle your library. Return Thawing Glaciers to its owner's hand at the beginning of the next cleanup step.",1,,,Rare,,Land
361,Thought Lash,4,U,"Cumulative upkeep—Exile the top card of your library. (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)\nWhen a player doesn't pay Thought Lash's cumulative upkeep, that player exiles all cards from his or her library.\nExile the top card of your library: Prevent the next 1 damage that would be dealt to you this turn.",1,,,Rare,,Enchantment
362,Tidal Control,3,U,"Cumulative upkeep {2} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)\nPay 2 life or {2}: Counter target red or green spell. Any player may activate this ability.",1,,,Rare,,Enchantment
363,Tornado,5,G,"Cumulative upkeep {G} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)\n{2}{G}, Pay 3 life for each velocity counter on Tornado: Destroy target permanent and put a velocity counter on Tornado. Activate this ability only once each turn.",1,,,Rare,,Enchantment
364,Undergrowth,1,"G,R","As an additional cost to cast Undergrowth, you may pay {2}{R}.\nPrevent all combat damage that would be dealt this turn. If its additional cost was paid, Undergrowth doesn't affect combat damage that would be dealt by red creatures.",1,,,Common,,Instant
365,Unlikely Alliance,2,W,"{1}{W}: Target nonattacking, nonblocking creature gets +0/+2 until end of turn.",1,,,Uncommon,,Enchantment
366,Urza's Engine,5,,"Trample\n{3}: Urza's Engine gains banding until end of turn. (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)\n{3}: Attacking creatures banded with Urza's Engine gain trample until end of turn.",1,1,5,Uncommon,Juggernaut,"Artifact,Creature"
367,Varchild's Crusader,4,R,{0}: Varchild's Crusader can't be blocked this turn except by Walls. Sacrifice Varchild's Crusader at the beginning of the next end step.,1,3,2,Common,"Human,Knight",Creature
368,Varchild's War-Riders,2,R,"Cumulative upkeep—Have an opponent put a 1/1 red Survivor creature token onto the battlefield. (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)\nTrample; rampage 1 (Whenever this creature becomes blocked, it gets +1/+1 until end of turn for each creature blocking it beyond the first.)",1,3,4,Rare,"Human,Warrior",Creature
369,Veteran's Voice,1,R,Enchant creature you control\nTap enchanted creature: Target creature other than the creature tapped this way gets +2/+1 until end of turn. Activate this ability only if enchanted creature is untapped.,1,,,Common,Aura,Enchantment
370,Viscerid Armor,2,U,Enchant creature\nEnchanted creature gets +1/+1.\n{1}{U}: Return Viscerid Armor to its owner's hand.,1,,,Common,Aura,Enchantment
371,Viscerid Drone,2,U,"{T}, Sacrifice a creature and a Swamp: Destroy target nonartifact creature. It can't be regenerated.\n{T}, Sacrifice a creature and a snow Swamp: Destroy target creature. It can't be regenerated.",1,1,2,Uncommon,"Homarid,Drone",Creature
372,Wandering Mage,3,"W,U,B","{W}, Pay 1 life: Prevent the next 2 damage that would be dealt to target creature this turn.\n{U}: Prevent the next 1 damage that would be dealt to target Cleric or Wizard creature this turn.\n{B}, Put a -1/-1 counter on a creature you control: Prevent the next 2 damage that would be dealt to target player this turn.",1,0,3,Rare,"Human,Cleric,Wizard",Creature
373,Whip Vine,3,G,Defender; reach (This creature can block creatures with flying.)\nYou may choose not to untap Whip Vine during your untap step.\n{T}: Tap target creature with flying blocked by Whip Vine. That creature doesn't untap during its controller's untap step for as long as Whip Vine remains tapped.,1,1,4,Common,"Plant,Wall",Creature
374,Whirling Catapult,4,,"{2}, Exile the top two cards of your library: Whirling Catapult deals 1 damage to each creature with flying and each player.",1,,,Uncommon,,Artifact
375,Wild Aesthir,3,W,"Flying, first strike\n{W}{W}: Wild Aesthir gets +2/+0 until end of turn. Activate this ability only once each turn.",1,1,1,Common,Bird,Creature
376,Winter's Night,3,"W,R,G","Whenever a player taps a snow land for mana, that player adds one mana to his or her mana pool of any type that land produced. That land doesn't untap during its controller's next untap step.",1,,,Rare,,Enchantment
377,Yavimaya Ancients,5,G,{G}: Yavimaya Ancients gets +1/-2 until end of turn.,1,2,7,Common,Treefolk,Creature
378,Yavimaya Ants,4,G,"Trample, haste\nCumulative upkeep {G}{G} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)",1,5,1,Uncommon,Insect,Creature
379,Aegis Angel,6,W,"Flying (This creature can't be blocked except by creatures with flying or reach.)\nWhen Aegis Angel enters the battlefield, another target permanent gains indestructible for as long as you control Aegis Angel. (Effects that say ""destroy"" don't destroy it. A creature with indestructible can't be destroyed by damage.)",2,5,5,Rare,Angel,Creature
380,Alabaster Mage,2,W,{1}{W}: Target creature you control gains lifelink until end of turn. (Damage dealt by the creature also causes its controller to gain that much life.),2,2,1,Uncommon,"Human,Wizard",Creature
381,Angelic Destiny,4,W,"Enchant creature\nEnchanted creature gets +4/+4, has flying and first strike, and is an Angel in addition to its other types.\nWhen enchanted creature dies, return Angelic Destiny to its owner's hand.",2,,,Mythic Rare,Aura,Enchantment
382,Arbalest Elite,4,W,"{2}{W}, {T}: Arbalest Elite deals 3 damage to target attacking or blocking creature. Arbalest Elite doesn't untap during your next untap step.",2,2,3,Uncommon,"Human,Archer",Creature
383,Archon of Justice,5,W,"Flying\nWhen Archon of Justice dies, exile target permanent.",2,4,4,Rare,Archon,Creature
384,Armored Warhorse,2,W,,2,2,3,Common,Horse,Creature
385,Assault Griffin,4,W,Flying,2,3,2,Common,Griffin,Creature
386,Auramancer,3,W,"When Auramancer enters the battlefield, you may return target enchantment card from your graveyard to your hand.",2,2,2,Common,"Human,Wizard",Creature
387,Benalish Veteran,3,W,"Whenever Benalish Veteran attacks, it gets +1/+1 until end of turn.",2,2,2,Common,"Human,Soldier",Creature
388,Celestial Purge,2,W,Exile target black or red permanent.,2,,,Uncommon,,Instant
389,Day of Judgment,4,W,Destroy all creatures.,2,,,Rare,,Sorcery
390,Demystify,1,W,Destroy target enchantment.,2,,,Common,,Instant
391,Elite Vanguard,1,W,,2,2,1,Uncommon,"Human,Soldier",Creature
392,Gideon Jura,5,W,"+2: During target opponent's next turn, creatures that player controls attack Gideon Jura if able.\n−2: Destroy target tapped creature.\n0: Until end of turn, Gideon Jura becomes a 6/6 Human Soldier creature that's still a planeswalker. Prevent all damage that would be dealt to him this turn.",2,,,Mythic Rare,Gideon,Planeswalker
393,Gideon's Avenger,3,W,"Whenever a creature an opponent controls becomes tapped, put a +1/+1 counter on Gideon's Avenger.",2,2,2,Rare,"Human,Soldier",Creature
394,Gideon's Lawkeeper,1,W,"{W}, {T}: Tap target creature.",2,1,1,Common,"Human,Soldier",Creature
395,Grand Abolisher,2,W,"During your turn, your opponents can't cast spells or activate abilities of artifacts, creatures, or enchantments.",2,2,2,Rare,"Human,Cleric",Creature
396,Griffin Rider,2,W,"As long as you control a Griffin creature, Griffin Rider gets +3/+3 and has flying.",2,1,1,Common,"Human,Knight",Creature
397,Griffin Sentinel,3,W,Flying\nVigilance (Attacking doesn't cause this creature to tap.),2,1,3,Common,Griffin,Creature
398,Guardians' Pledge,3,W,White creatures you control get +2/+2 until end of turn.,2,,,Common,,Instant
399,Honor of the Pure,2,W,White creatures you control get +1/+1.,2,,,Rare,,Enchantment
400,Lifelink,1,W,Enchant creature\nEnchanted creature has lifelink. (Damage dealt by the creature also causes its controller to gain that much life.),2,,,Common,Aura,Enchantment
401,Mesa Enchantress,3,W,"Whenever you cast an enchantment spell, you may draw a card.",2,0,2,Rare,"Human,Druid",Creature
402,Mighty Leap,2,W,Target creature gets +2/+2 and gains flying until end of turn.,2,,,Common,,Instant
403,Peregrine Griffin,5,W,Flying\nFirst strike (This creature deals combat damage before creatures without first strike.),2,2,4,Common,Griffin,Creature
404,Personal Sanctuary,3,W,"During your turn, prevent all damage that would be dealt to you.",2,,,Rare,,Enchantment
405,Pride Guardian,1,W,"Defender\nWhenever Pride Guardian blocks, you gain 3 life.",2,0,3,Common,"Cat,Monk",Creature
406,Roc Egg,3,W,"Defender (This creature can't attack.)\nWhen Roc Egg dies, put a 3/3 white Bird creature token with flying onto the battlefield.",2,0,3,Uncommon,Bird,Creature
407,Siege Mastodon,5,W,,2,3,5,Common,Elephant,Creature
408,Spirit Mantle,2,W,Enchant creature\nEnchanted creature gets +1/+1 and has protection from creatures.,2,,,Uncommon,Aura,Enchantment
409,Stave Off,1,W,Target creature gains protection from the color of your choice until end of turn.,2,,,Common,,Instant
410,Stonehorn Dignitary,4,W,"When Stonehorn Dignitary enters the battlefield, target opponent skips his or her next combat phase.",2,1,4,Common,"Rhino,Soldier",Creature
411,Stormfront Pegasus,2,W,Flying,2,2,1,Common,Pegasus,Creature
412,Sun Titan,6,W,"Vigilance\nWhenever Sun Titan enters the battlefield or attacks, you may return target permanent card with converted mana cost 3 or less from your graveyard to the battlefield.",2,6,6,Mythic Rare,Giant,Creature
413,Timely Reinforcements,3,W,"If you have less life than an opponent, you gain 6 life. If you control fewer creatures than an opponent, put three 1/1 white Soldier creature tokens onto the battlefield.",2,,,Uncommon,,Sorcery
414,Æther Adept,3,U,"When Æther Adept enters the battlefield, return target creature to its owner's hand.",2,2,2,Common,"Human,Wizard",Creature
415,Alluring Siren,2,U,{T}: Target creature an opponent controls attacks you this turn if able.,2,1,1,Uncommon,Siren,Creature
416,Amphin Cutthroat,4,U,,2,2,4,Common,"Salamander,Rogue",Creature
417,Aven Fleetwing,4,U,Flying\nHexproof (This creature can't be the target of spells or abilities your opponents control.),2,2,2,Common,"Bird,Soldier",Creature
418,Azure Mage,2,U,{3}{U}: Draw a card.,2,2,1,Uncommon,"Human,Wizard",Creature
419,Belltower Sphinx,5,U,"Flying\nWhenever a source deals damage to Belltower Sphinx, that source's controller puts that many cards from the top of his or her library into his or her graveyard.",2,2,5,Uncommon,Sphinx,Creature
420,Cancel,3,U,Counter target spell.,2,,,Common,,Instant
421,Chasm Drake,5,U,"Flying\nWhenever Chasm Drake attacks, target creature you control gains flying until end of turn.",2,3,3,Common,Drake,Creature
422,Coral Merfolk,2,U,,2,2,1,Common,Merfolk,Creature
423,Djinn of Wishes,5,U,"Flying\nDjinn of Wishes enters the battlefield with three wish counters on it.\n{2}{U}{U}, Remove a wish counter from Djinn of Wishes: Reveal the top card of your library. You may play that card without paying its mana cost. If you don't, exile it.",2,4,4,Rare,Djinn,Creature
424,Flashfreeze,2,U,Counter target red or green spell.,2,,,Uncommon,,Instant
425,Flight,1,U,Enchant creature\nEnchanted creature has flying.,2,,,Common,Aura,Enchantment
426,Frost Breath,3,U,Tap up to two target creatures. Those creatures don't untap during their controller's next untap step.,2,,,Common,,Instant
427,Frost Titan,6,U,"Whenever Frost Titan becomes the target of a spell or ability an opponent controls, counter that spell or ability unless its controller pays {2}.\nWhenever Frost Titan enters the battlefield or attacks, tap target permanent. It doesn't untap during its controller's next untap step.",2,6,6,Mythic Rare,Giant,Creature
428,Ice Cage,2,U,"Enchant creature\nEnchanted creature can't attack or block, and its activated abilities can't be activated.\nWhen enchanted creature becomes the target of a spell or ability, destroy Ice Cage.",2,,,Common,Aura,Enchantment
429,Jace's Archivist,3,U,"{U}, {T}: Each player discards his or her hand, then draws cards equal to the greatest number of cards a player discarded this way.",2,2,2,Rare,"Vedalken,Wizard",Creature
430,Jace's Erasure,2,U,"Whenever you draw a card, you may have target player put the top card of his or her library into his or her graveyard.",2,,,Common,,Enchantment
431,Levitation,4,U,Creatures you control have flying.,2,,,Uncommon,,Enchantment
432,Lord of the Unreal,2,U,Illusion creatures you control get +1/+1 and have hexproof. (They can't be the targets of spells or abilities your opponents control.),2,2,2,Rare,"Human,Wizard",Creature
433,Mana Leak,2,U,Counter target spell unless its controller pays {3}.,2,,,Common,,Instant
434,Master Thief,4,U,"When Master Thief enters the battlefield, gain control of target artifact for as long as you control Master Thief.",2,2,2,Uncommon,"Human,Rogue",Creature
435,Merfolk Looter,2,U,"{T}: Draw a card, then discard a card.",2,1,1,Common,"Merfolk,Rogue",Creature
436,Merfolk Mesmerist,2,U,"{U}, {T}: Target player puts the top two cards of his or her library into his or her graveyard.",2,1,2,Common,"Merfolk,Wizard",Creature
437,Mind Control,5,U,Enchant creature\nYou control enchanted creature.,2,,,Uncommon,Aura,Enchantment
438,Mind Unbound,6,U,"At the beginning of your upkeep, put a lore counter on Mind Unbound, then draw a card for each lore counter on Mind Unbound.",2,,,Rare,,Enchantment
439,Phantasmal Bear,1,U,"When Phantasmal Bear becomes the target of a spell or ability, sacrifice it.",2,2,2,Common,"Bear,Illusion",Creature
440,Phantasmal Dragon,4,U,"Flying\nWhen Phantasmal Dragon becomes the target of a spell or ability, sacrifice it.",2,5,5,Uncommon,"Dragon,Illusion",Creature
441,Phantasmal Image,2,U,"You may have Phantasmal Image enter the battlefield as a copy of any creature on the battlefield, except it's an Illusion in addition to its other types and it gains ""When this creature becomes the target of a spell or ability, sacrifice it.""",2,0,0,Rare,Illusion,Creature
442,Ponder,1,U,"Look at the top three cards of your library, then put them back in any order. You may shuffle your library.\nDraw a card.",2,,,Common,,Sorcery
443,Skywinder Drake,3,U,Flying\nSkywinder Drake can block only creatures with flying.,2,3,1,Common,Drake,Creature
444,Time Reversal,5,U,"Each player shuffles his or her hand and graveyard into his or her library, then draws seven cards. Exile Time Reversal.",2,,,Mythic Rare,,Sorcery
445,Turn to Frog,2,U,"Until end of turn, target creature loses all abilities and becomes a blue Frog with base power and toughness 1/1.",2,,,Uncommon,,Instant
446,Visions of Beyond,1,U,"Draw a card. If a graveyard has twenty or more cards in it, draw three cards instead.",2,,,Rare,,Instant
447,Blood Seeker,2,B,"Whenever a creature enters the battlefield under an opponent's control, you may have that player lose 1 life.",2,1,1,Common,"Vampire,Shaman",Creature
448,Bloodlord of Vaasgoth,5,B,"Bloodthirst 3 (If an opponent was dealt damage this turn, this creature enters the battlefield with three +1/+1 counters on it.)\nFlying\nWhenever you cast a Vampire creature spell, it gains bloodthirst 3.",2,3,3,Mythic Rare,"Vampire,Warrior",Creature
449,Bloodrage Vampire,3,B,"Bloodthirst 1 (If an opponent was dealt damage this turn, this creature enters the battlefield with a +1/+1 counter on it.)",2,3,1,Common,Vampire,Creature
450,Brink of Disaster,4,B,"Enchant creature or land\nWhen enchanted permanent becomes tapped, destroy it.",2,,,Common,Aura,Enchantment
451,Call to the Grave,5,B,"At the beginning of each player's upkeep, that player sacrifices a non-Zombie creature.\nAt the beginning of the end step, if no creatures are on the battlefield, sacrifice Call to the Grave.",2,,,Rare,,Enchantment
452,Cemetery Reaper,3,B,"Other Zombie creatures you control get +1/+1.\n{2}{B}, {T}: Exile target creature card from a graveyard. Put a 2/2 black Zombie creature token onto the battlefield.",2,2,2,Rare,Zombie,Creature
453,Child of Night,2,B,Lifelink (Damage dealt by this creature also causes you to gain that much life.),2,2,1,Common,Vampire,Creature
454,Consume Spirit,2,B,Spend only black mana on X.\nConsume Spirit deals X damage to target creature or player and you gain X life.,2,,,Uncommon,,Sorcery
455,Deathmark,1,B,Destroy target green or white creature.,2,,,Uncommon,,Sorcery
456,Devouring Swarm,3,B,Flying\nSacrifice a creature: Devouring Swarm gets +1/+1 until end of turn.,2,2,1,Common,Insect,Creature
457,Diabolic Tutor,4,B,Search your library for a card and put that card into your hand. Then shuffle your library.,2,,,Uncommon,,Sorcery
458,Distress,2,B,Target player reveals his or her hand. You choose a nonland card from it. That player discards that card.,2,,,Common,,Sorcery
459,Doom Blade,2,B,Destroy target nonblack creature.,2,,,Common,,Instant
460,Drifting Shade,4,B,Flying\n{B}: Drifting Shade gets +1/+1 until end of turn.,2,1,1,Common,Shade,Creature
461,Duskhunter Bat,2,B,"Bloodthirst 1 (If an opponent was dealt damage this turn, this creature enters the battlefield with a +1/+1 counter on it.)\nFlying",2,1,1,Common,Bat,Creature
462,Grave Titan,6,B,"Deathtouch\nWhenever Grave Titan enters the battlefield or attacks, put two 2/2 black Zombie creature tokens onto the battlefield.",2,6,6,Mythic Rare,Giant,Creature
463,Gravedigger,4,B,"When Gravedigger enters the battlefield, you may return target creature card from your graveyard to your hand.",2,2,2,Common,Zombie,Creature
464,Hideous Visage,3,B,Creatures you control gain intimidate until end of turn. (Each of those creatures can't be blocked except by artifact creatures and/or creatures that share a color with it.),2,,,Common,,Sorcery
465,Monomania,5,B,Target player chooses a card in his or her hand and discards the rest.,2,,,Rare,,Sorcery
466,Onyx Mage,2,B,{1}{B}: Target creature you control gains deathtouch until end of turn. (Any amount of damage it deals to a creature is enough to destroy it.),2,2,1,Uncommon,"Human,Wizard",Creature
467,Reassembling Skeleton,2,B,{1}{B}: Return Reassembling Skeleton from your graveyard to the battlefield tapped.,2,1,1,Uncommon,"Skeleton,Warrior",Creature
468,Royal Assassin,3,B,{T}: Destroy target tapped creature.,2,1,1,Rare,"Human,Assassin",Creature
469,Rune-Scarred Demon,7,B,"Flying\nWhen Rune-Scarred Demon enters the battlefield, search your library for a card, put it into your hand, then shuffle your library.",2,6,6,Rare,Demon,Creature
470,Sengir Vampire,5,B,"Flying (This creature can't be blocked except by creatures with flying or reach.)\nWhenever a creature dealt damage by Sengir Vampire this turn dies, put a +1/+1 counter on Sengir Vampire.",2,4,4,Uncommon,Vampire,Creature
471,Smallpox,2,B,"Each player loses 1 life, discards a card, sacrifices a creature, then sacrifices a land.",2,,,Uncommon,,Sorcery
472,Sorin Markov,6,B,+2: Sorin Markov deals 2 damage to target creature or player and you gain 2 life.\n−3: Target opponent's life total becomes 10.\n−7: You control target player during that player's next turn.,2,,,Mythic Rare,Sorin,Planeswalker
473,Sorin's Thirst,2,B,Sorin's Thirst deals 2 damage to target creature and you gain 2 life.,2,,,Common,,Instant
474,Sorin's Vengeance,7,B,Sorin's Vengeance deals 10 damage to target player and you gain 10 life.,2,,,Rare,,Sorcery
475,Sutured Ghoul,7,B,"Trample\nAs Sutured Ghoul enters the battlefield, exile any number of creature cards from your graveyard.\nSutured Ghoul's power is equal to the total power of the exiled cards and its toughness is equal to their total toughness.",2,*,*,Rare,Zombie,Creature
476,Taste of Blood,1,B,Taste of Blood deals 1 damage to target player and you gain 1 life.,2,,,Common,,Sorcery
477,Vampire Outcasts,4,B,"Bloodthirst 2 (If an opponent was dealt damage this turn, this creature enters the battlefield with two +1/+1 counters on it.)\nLifelink (Damage dealt by this creature also causes you to gain that much life.)",2,2,2,Uncommon,Vampire,Creature
478,Vengeful Pharaoh,5,B,"Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)\nWhenever combat damage is dealt to you or a planeswalker you control, if Vengeful Pharaoh is in your graveyard, destroy target attacking creature, then put Vengeful Pharaoh on top of your library.",2,5,4,Rare,Zombie,Creature
479,Warpath Ghoul,3,B,,2,3,2,Common,Zombie,Creature
480,Wring Flesh,1,B,Target creature gets -3/-1 until end of turn.,2,,,Common,,Instant
481,Zombie Infestation,2,B,Discard two cards: Put a 2/2 black Zombie creature token onto the battlefield.,2,,,Uncommon,,Enchantment
482,Act of Treason,3,R,Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. (It can attack and {T} this turn.),2,,,Common,,Sorcery
483,Blood Ogre,3,R,"Bloodthirst 1 (If an opponent was dealt damage this turn, this creature enters the battlefield with a +1/+1 counter on it.)\nFirst strike (This creature deals combat damage before creatures without first strike.)",2,2,2,Common,"Ogre,Warrior",Creature
484,Bonebreaker Giant,5,R,,2,4,4,Common,Giant,Creature
485,Chandra's Outrage,4,R,Chandra's Outrage deals 4 damage to target creature and 2 damage to that creature's controller.,2,,,Common,,Instant
486,Chandra's Phoenix,3,R,"Flying\nHaste (This creature can attack and {T} as soon as it comes under your control.)\nWhenever an opponent is dealt damage by a red instant or sorcery spell you control or by a red planeswalker you control, return Chandra's Phoenix from your graveyard to your hand.",2,2,2,Rare,Phoenix,Creature
487,Circle of Flame,2,R,"Whenever a creature without flying attacks you or a planeswalker you control, Circle of Flame deals 1 damage to that creature.",2,,,Uncommon,,Enchantment
488,Combust,2,R,Combust can't be countered by spells or abilities.\nCombust deals 5 damage to target white or blue creature. The damage can't be prevented.,2,,,Uncommon,,Instant
489,Crimson Mage,2,R,{R}: Target creature you control gains haste until end of turn. (It can attack and {T} this turn.),2,2,1,Uncommon,"Human,Shaman",Creature
490,Fiery Hellhound,3,R,{R}: Fiery Hellhound gets +1/+0 until end of turn.,2,2,2,Common,"Elemental,Hound",Creature
491,Fireball,1,R,"Fireball deals X damage divided evenly, rounded down, among any number of target creatures and/or players.\nFireball costs {1} more to cast for each target beyond the first.",2,,,Uncommon,,Sorcery
492,Firebreathing,1,R,Enchant creature\n{R}: Enchanted creature gets +1/+0 until end of turn.,2,,,Common,Aura,Enchantment
493,Flameblast Dragon,6,R,"Flying\nWhenever Flameblast Dragon attacks, you may pay {X}{R}. If you do, Flameblast Dragon deals X damage to target creature or player.",2,5,5,Rare,Dragon,Creature
494,Fling,2,R,"As an additional cost to cast Fling, sacrifice a creature.\nFling deals damage equal to the sacrificed creature's power to target creature or player.",2,,,Common,,Instant
495,Furyborn Hellkite,7,R,"Bloodthirst 6 (If an opponent was dealt damage this turn, this creature enters the battlefield with six +1/+1 counters on it.)\nFlying",2,6,6,Mythic Rare,Dragon,Creature
496,Goblin Bangchuckers,4,R,"{T}: Flip a coin. If you win the flip, Goblin Bangchuckers deals 2 damage to target creature or player. If you lose the flip, Goblin Bangchuckers deals 2 damage to itself.",2,2,2,Uncommon,"Goblin,Warrior",Creature
497,Goblin Chieftain,3,R,Haste (This creature can attack and {T} as soon as it comes under your control.)\nOther Goblin creatures you control get +1/+1 and have haste.,2,2,2,Rare,Goblin,Creature
498,Goblin Fireslinger,1,R,{T}: Goblin Fireslinger deals 1 damage to target player.,2,1,1,Common,"Goblin,Warrior",Creature
499,Goblin Grenade,1,R,"As an additional cost to cast Goblin Grenade, sacrifice a Goblin.\nGoblin Grenade deals 5 damage to target creature or player.",2,,,Uncommon,,Sorcery
500,Goblin Piker,2,R,,2,2,1,Common,"Goblin,Warrior",Creature
501,Goblin Tunneler,2,R,{T}: Target creature with power 2 or less can't be blocked this turn.,2,1,1,Common,"Goblin,Rogue",Creature
502,Goblin War Paint,2,R,Enchant creature\nEnchanted creature gets +2/+2 and has haste.,2,,,Common,Aura,Enchantment
503,Gorehorn Minotaurs,4,R,"Bloodthirst 2 (If an opponent was dealt damage this turn, this creature enters the battlefield with two +1/+1 counters on it.)",2,3,3,Common,"Minotaur,Warrior",Creature
504,Grim Lavamancer,1,R,"{R}, {T}, Exile two cards from your graveyard: Grim Lavamancer deals 2 damage to target creature or player.",2,1,1,Rare,"Human,Wizard",Creature
505,Incinerate,2,R,Incinerate deals 3 damage to target creature or player. A creature dealt damage this way can't be regenerated this turn.,2,,,Common,,Instant
506,Inferno Titan,6,R,"{R}: Inferno Titan gets +1/+0 until end of turn.\nWhenever Inferno Titan enters the battlefield or attacks, it deals 3 damage divided as you choose among one, two, or three target creatures and/or players.",2,6,6,Mythic Rare,Giant,Creature
